434,682,4,2506
435,683,1,2510
436,686,2,2514
437,689,2,2518
438,691,2,2524
439,693,2,2528
440,694,1,2532
441,696,4,2537
442,697,0,2543
443,701,2,2547
444,703,2,2551
445,704,3,2555
446,706,1,2560
447,709,2,2564
448,709,5,2573
449,711,4,2577
450,712,2,2581
451,715,1,2585
452,718,0,2589
453,722,2,2593
454,722,5,2607
455,722,3,2619
456,724,0,2624
457,726,2,2629
458,730,4,2633
459,732,4,2637
460,732,0,2649
461,734,2,2654
462,736,0,2659
463,738,3,2665
464,738,5,2675
465,739,0,2679
466,742,2,2683
467,745,2,2687
468,747,2,2693
469,749,2,2697
470,750,2,2701
471,753,4,2705
472,753,1,2712
473,753,1,2730
474,753,1,2736
475,754,2,2740
476,757,2,2744
477,759,0,2749
478,761,1,2755
479,763,0,2759
480,763,2,2767
481,763,4,2774
482,765,2,2779
483,767,2,2785
484,769,2,2789
485,770,1,2793
486,773,2,2797
487,776,2,2801
488,778,2,2807
489,780,1,2811
490,781,1,2815
491,784,3,2819
492,787,4,2823
493,789,5,2829
494,789,3,2837
495,790,2,2841
496,792,0,2846
497,794,2,2851
498,798,4,2855
499,798,1,2865
500,799,1,2869
501,802,0,2873
502,802,4,2880
503,803,3,2887
504,804,1,2892
505,804,3,2897
506,807,4,2901
507,809,2,2906
508,811,3,2912
509,811,1,2920
510,812,0,2924
511,815,0,2928
512,817,2,2933
513,818,0,2940
514,819,3,2945
515,820,3,2949
516,823,4,2953
517,825,2,2958
518,827,3,2964
519,827,1,2972
520,828,1,2976
521,831,0,2980
522,831,3,2987
523,833,4,2993
524,833,0,2999
525,834,3,3003
526,836,0,3008
527,838,2,3013
528,842,4,3017
529,842,1,3027
530,843,3,3031
531,846,4,3035
532,846,0,3047
533,849,4,3052
534,849,0,3066
535,850,2,3070
536,853,2,3074
537,855,0,3079
538,859,2,3083
539,859,5,3096
540,860,2,3100
541,863,2,3104
542,866,2,3108
543,870,4,3112
544,870,1,3122
545,871,2,3126
546,874,2,3130
547,876,4,3135
548,878,4,3141
549,880,4,3145
550,881,2,3149
551,884,2,3153
552,887,3,3157
553,887,0,3195
554,887,2,3201
555,888,1,3205
556,891,2,3209
557,894,2,3213
558,898,4,3217
559,898,2,3227
560,898,0,3235
561,898,1,3242
562,901,4,3246
563,903,4,3252
564,903,2,3261
565,903,0,3268
566,904,1,3274
567,907,1,3278
568,909,2,3284
569,909,5,3296
570,910,0,3300
571,913,2,3304
572,915,0,3309
573,919,2,3313
574,919,4,3324
575,920,1,3328
576,923,3,3332
577,926,4,3336
578,928,4,3342
579,928,2,3352
580,929,2,3356
581,932,3,3360
582,935,2,3364
583,935,1,3383
584,935,1,3398
585,936,2,3402
586,939,2,3406
587,942,3,3410
588,942,6,3430
589,942,2,3436
590,943,2,3440
591,946,2,3444
592,949,2,3448
593,951,2,3454
594,953,2,3458
595,954,2,3462
596,957,2,3466
597,960,2,3470
598,960,0,3521
599,960,1,3527
600,961,2,3531
601,963,0,3536
602,965,2,3541
603,967,3,3547
604,967,0,3555
605,968,3,3559
606,970,1,3564
607,973,2,3568
608,973,1,3576
609,975,1,3580
610,976,1,3584
611,979,3,3588
612,979,0,3595
613,983,4,3599
614,983,0,3609
615,984,2,3613
616,986,0,3618
617,989,1,3622
618,991,1,3628
619,991,2,3634
620,992,3,3638
621,995,2,3642
622,997,0,3647
623,999,1,3653
624,999,2,3659
625,1000,3,3663
626,1002,0,3668
627,1005,0,3672
628,1005,5,3681
629,1007,1,3685
630,1008,1,3689
631,1011,2,3693
632,1013,4,3698
633,1014,2,3705
634,1016,2,3709
635,1017,1,3713
636,1020,0,3717
637,1022,2,3722
638,1023,0,3729
639,1024,4,3734
640,1025,2,3738
641,1028,2,3742
642,1030,4,3747
643,1030,2,3761
644,1030,1,3768
645,1030,0,3773
646,1032,4,3778
647,1033,0,3784
648,1035,4,3790
649,1035,1,3796
650,1036,1,3800
651,1039,0,3804
652,1042,0,3808
653,1046,2,3812
654,1046,0,3822
655,1047,2,3826
656,1050,4,3830
657,1050,1,3837
658,1050,0,3849
659,1052,2,3853
660,1053,1,3857
661,1056,2,3861
662,1058,4,3866
663,1058,0,3882
664,1058,1,3889
665,1058,0,3894
666,1060,3,3899
667,1061,0,3905
668,1063,0,3911
669,1063,5,3919
670,1064,0,3923
671,1067,0,3927
672,1067,2,3934
673,1071,4,3938
674,1071,0,3946
675,1072,2,3950
676,1075,4,3954
677,1078,3,3958
678,1078,0,3971
679,1078,1,3981
680,1079,2,3985
681,1082,1,3989
682,1085,2,3993
683,1085,1,4001
684,1085,2,4007
685,1086,0,4011
686,1087,4,4017
687,1089,2,4022
688,1093,4,4026
689,1093,0,4037
690,1094,3,4041
691,1096,1,4046
692,1098,3,4051
693,1100,2,4057
694,1100,3,4065
695,1101,1,4069
696,1103,4,4074
697,1104,1,4080
698,1107,5,4085
699,1107,0,4094
700,1107,0,4101
701,1108,0,4107
702,1110,3,4112
703,1112,3,4118
704,1114,2,4122
705,1115,1,4126
706,1118,3,4130
707,1121,3,4134
708,1123,3,4140
709,1125,2,4144
710,1126,1,4148
711,1128,4,4153
712,1129,0,4159
713,1133,2,4163
714,1135,1,4167
715,1136,0,4171
716,1139,0,4175
717,1142,0,4179
718,1146,2,4183
719,1146,0,4193
720,1147,2,4197
721,1150,1,4201
722,1152,3,4206
723,1154,3,4212
724,1156,2,4216
725,1157,0,4220
726,1159,3,4225
727,1162,4,4229
728,1164,4,4235
729,1164,1,4246
730,1165,1,4250
731,1168,2,4254
732,1171,3,4258
733,1171,2,4266
734,1173,2,4270
735,1174,3,4274
736,1176,1,4279
737,1178,3,4284
738,1179,1,4291
739,1179,2,4298
740,1179,2,4303
741,1182,2,4307
742,1184,0,4312
743,1188,2,4316
744,1190,2,4320
745,1191,0,4324
746,1193,3,4329
747,1196,2,4333
748,1198,2,4339
749,1198,4,4345
750,1199,0,4349
751,1201,4,4354
752,1202,0,4360
753,1206,2,4364
754,1206,4,4373
755,1206,3,4380
756,1207,4,4386
757,1209,2,4391
758,1213,4,4395
759,1213,0,4412
760,1214,2,4416
761,1217,2,4420
762,1220,2,4424
763,1222,2,4430
764,1224,2,4434
765,1225,1,4438
766,1228,0,4442
767,1230,2,4447
768,1232,2,4453
769,1232,3,4469
770,1233,2,4473
771,1235,0,4478
772,1236,4,4484
773,1239,1,4489
774,1239,3,4498
775,1239,2,4505
776,1242,0,4509
777,1242,3,4518
778,1245,2,4523
779,1245,0,4530
780,1245,3,4539
781,1245,4,4547
782,1248,2,4551
783,1252,4,4555
784,1252,2,4565
785,1252,0,4573
786,1252,0,4580
787,1255,0,4584
788,1257,0,4590
789,1257,4,4599
790,1257,1,4605
791,1259,1,4610
792,1262,2,4614
793,1266,4,4618
794,1266,0,4630
795,1267,2,4634
796,1270,4,4638
797,1270,1,4645
798,1272,1,4651
799,1272,3,4657
800,1273,0,4661
801,1276,2,4665
802,1278,0,4670
803,1282,2,4674
804,1284,2,4678
805,1285,2,4682
806,1288,2,4686
807,1290,0,4691
808,1290,4,4710
809,1292,2,4714
810,1293,0,4718
811,1293,4,4729
812,1296,1,4733
813,1298,2,4739
814,1300,2,4743
815,1301,2,4747
816,1304,1,4751
817,1307,2,4755
818,1311,4,4759
819,1311,1,4769
820,1312,2,4773
821,1315,2,4777
822,1318,2,4781
823,1318,1,4796
824,1318,2,4802
825,1319,0,4806
826,1321,3,4811
827,1324,4,4815
828,1324,1,4824
829,1325,0,4829
830,1326,1,4833
831,1329,0,4837
832,1329,4,4844
833,1331,5,4850
834,1333,4,4854
835,1334,1,4858
836,1337,2,4862
837,1339,4,4867
838,1341,4,4873
839,1341,2,4881
840,1342,1,4885
841,1345,3,4889
842,1348,2,4893
843,1348,1,4911
844,1348,1,4921
845,1349,1,4925
846,1351,4,4930
847,1354,4,4934
848,1354,1,4943
849,1354,2,4952
850,1354,0,4957
851,1357,2,4961
852,1360,1,4965
853,1362,2,4971
854,1364,1,4975
855,1365,1,4979
856,1368,2,4983
857,1371,1,4987
858,1371,4,5006
859,1371,4,5021
860,1372,1,5025
861,1375,2,5029
862,1378,2,5033
863,1382,4,5037
864,1382,1,5047
865,1382,0,5055
866,1384,2,5060
867,1387,3,5064
868,1389,4,5070
869,1389,2,5078
870,1390,2,5082
871,1393,2,5086
872,1396,2,5090
873,1398,2,5096
874,1400,2,5100
875,1401,2,5104
876,1404,2,5108
877,1406,4,5113
878,1406,1,5144
879,1406,1,5151
880,1406,0,5156
881,1409,0,5160
882,1409,2,5167
883,1412,2,5172
884,1412,3,5179
885,1413,1,5183
886,1416,2,5187
887,1418,4,5192
888,1420,4,5198
889,1420,0,5209
890,1421,1,5213
891,1424,2,5217
892,1427,2,5221
893,1427,2,5237
894,1427,1,5243
895,1428,1,5247
896,1431,0,5251
897,1434,0,5255
898,1438,2,5259
899,1438,0,5269
900,1439,1,5273
901,1442,2,5277
902,1445,2,5281
903,1447,3,5287
904,1449,2,5291
905,1450,3,5295
906,1453,2,5299
907,1456,2,5303
908,1456,1,5329
909,1458,4,5333
910,1459,2,5337
911,1462,2,5341
912,1465,2,5345
913,1469,4,5349
914,1469,1,5368
915,1470,3,5372
916,1472,1,5377
917,1474,3,5382
918,1476,2,5388
919,1478,2,5392
920,1479,3,5396
921,1481,1,5401
922,1484,2,5405
923,1488,4,5409
924,1490,4,5413
925,1491,2,5417
926,1494,2,5421
927,1497,2,5425
928,1497,3,5444
929,1497,2,5450
930,1498,1,5454
931,1500,4,5459
932,1503,3,5463
933,1505,3,5469
934,1507,2,5473
935,1508,3,5477
936,1511,3,5481
937,1514,2,5485
938,1516,3,5491
939,1516,1,5499
940,1517,2,5503
941,1520,1,5507
942,1520,3,5514
943,1524,2,5518
944,1526,1,5522
945,1527,2,5526
946,1530,3,5530
947,1532,1,5535
948,1534,2,5541
949,1534,0,5549
950,1535,1,5553
951,1538,1,5557
952,1541,0,5561
953,1545,2,5565
954,1545,3,5577
955,1546,2,5581
956,1549,2,5585
957,1552,2,5589
958,1554,2,5595
959,1556,2,5599
960,1557,3,5603
961,1560,4,5607
962,1562,2,5612
963,1566,4,5616
964,1566,1,5626
965,1567,1,5630
966,1570,0,5634
967,1572,2,5639
968,1574,1,5645
969,1574,2,5653
970,1575,0,5657
971,1578,0,5661
972,1578,2,5668
973,1581,0,5673
974,1581,3,5680
975,1581,3,5685
976,1584,2,5689
977,1586,0,5694
978,1588,1,5700
979,1588,5,5711
980,1589,0,5715
981,1591,3,5720
982,1593,1,5725
983,1593,0,5733
984,1593,4,5739
985,1594,3,5743
986,1597,3,5747
987,1600,4,5751
988,1600,3,5759
989,1600,1,5772
990,1601,3,5776
991,1601,0,5788
992,1604,4,5792
993,1606,4,5798
994,1606,0,5812
995,1607,1,5816
996,1610,2,5820
997,1613,2,5824
998,1613,0,5843
999,1615,4,5847
1000,1616,1,5851
1001,1619,0,5855
1002,1619,4,5862
1003,1620,3,5869
1004,1621,5,5874
1005,1622,3,5878
1006,1622,1,5885
1007,1625,2,5889
1008,1627,3,5895
1009,1629,2,5899
1010,1630,2,5903
1011,1633,2,5907
1012,1635,4,5912
1013,1636,2,5919
1014,1636,0,5938
1015,1637,0,5942
1016,1639,3,5947
1017,1642,2,5951
1018,1644,3,5957
1019,1644,1,5965
1020,1645,0,5969
1021,1648,0,5973
1022,1650,2,5978
1023,1654,4,5982
1024,1654,1,5992
1025,1654,0,6000
1026,1654,1,6007
1027,1657,2,6011
1028,1657,1,6019
1029,1659,0,6023
1030,1659,2,6029
1031,1661,1,6034
1032,1663,3,6039
1033,1665,2,6045
1034,1665,3,6053
1035,1666,0,6057
1036,1666,3,6064
1037,1669,4,6068
1038,1670,3,6075
1039,1671,5,6080
1040,1671,1,6085
1041,1674,0,6089
1042,1676,2,6094
1043,1680,4,6098
1044,1680,1,6108
1045,1681,2,6112
1046,1684,2,6116
1047,1687,1,6120
1048,1689,1,6126
1049,1689,2,6132
1050,1690,2,6136
1051,1692,0,6141
1052,1694,2,6146
1053,1695,0,6153
1054,1696,3,6158
1055,1697,2,6162
1056,1700,2,6166
1057,1702,4,6171
1058,1702,0,6182
1059,1702,2,6188
1060,1703,3,6192
1061,1705,1,6197
1062,1708,2,6201
1063,1708,6,6210
1064,1708,2,6216
1065,1709,1,6220
1066,1711,4,6225
1067,1713,2,6230
1068,1713,1,6238
1069,1715,4,6242
1070,1716,1,6246
1071,1719,2,6250
1072,1721,0,6255
1073,1721,5,6265
1074,1721,4,6271
1075,1722,3,6275
1076,1724,1,6280
1077,1727,2,6284
1078,1729,2,6290
1079,1731,1,6294
1080,1732,1,6298
1081,1735,2,6302
1082,1738,2,6306
1083,1742,4,6310
1084,1742,1,6320
1085,1743,1,6324
1086,1746,2,6328
1087,1748,4,6333
1088,1750,3,6339
1089,1750,0,6350
1090,1751,3,6354
1091,1754,2,6358
1092,1756,4,6363
1093,1756,1,6378
1094,1756,0,6389
1095,1756,0,6395
1096,1758,1,6400
1097,1761,2,6404
1098,1761,1,6412
1099,1761,2,6418
1100,1762,2,6422
1101,1765,2,6426
1102,1767,4,6431
1103,1767,1,6441
1104,1767,2,6447
1105,1768,0,6451
1106,1771,2,6455
1107,1774,3,6459
1108,1774,1,6469
1109,1774,0,6475
1110,1775,3,6479
1111,1777,0,6484
1112,1780,1,6488
1113,1780,4,6497
1114,1781,4,6502
1115,1782,1,6506
1116,1785,0,6510
1117,1787,2,6515
1118,1789,2,6521
1119,1789,5,6533
1120,1790,1,6537
1121,1793,0,6541
1122,1793,2,6548
1123,1795,3,6554
1124,1795,1,6560
1125,1796,1,6564
1126,1799,2,6568
1127,1802,1,6572
1128,1804,2,6578
1129,1806,2,6582
1130,1807,1,6586
1131,1809,4,6591
1132,1810,0,6597
1133,1812,1,6603
1134,1814,0,6607
1135,1814,2,6615
1136,1814,3,6622
1137,1817,3,6626
1138,1818,1,6633
1139,1818,2,6640
1140,1818,2,6645
1141,1821,4,6649
1142,1821,1,6656
1143,1821,0,6667
1144,1821,1,6673
1145,1822,3,6677
1146,1825,2,6681
1147,1828,3,6685
1148,1830,3,6691
1149,1830,1,6701
1150,1831,0,6705
1151,1833,3,6710
1152,1836,2,6714
1153,1836,0,6723
1154,1838,4,6727
1155,1838,0,6734
1156,1841,4,6738
1157,1841,0,6747
1158,1843,2,6753
1159,1843,5,6759
1160,1844,3,6763
1161,1847,2,6767
1162,1850,2,6771
1163,1852,3,6777
1164,1852,4,6783
1165,1853,3,6787
1166,1856,2,6791
1167,1859,2,6795
1168,1863,4,6799
1169,1865,4,6803
1170,1865,0,6815
1171,1868,3,6819
1172,1870,1,6824
1173,1870,0,6840
1174,1870,4,6846
1175,1871,2,6850
1176,1874,4,6854
1177,1876,2,6859
1178,1880,4,6863
1179,1880,2,6873
1180,1881,1,6877
1181,1884,0,6881
1182,1884,4,6888
1183,1887,2,6893
1184,1887,4,6902
1185,1888,0,6906
1186,1891,0,6910
1187,1891,3,6921
1188,1891,4,6931
1189,1891,4,6937
1190,1892,1,6941
1191,1895,3,6945
1192,1898,4,6949
1193,1898,0,6961
1194,1900,5,6965
1195,1901,2,6969
1196,1904,4,6973
1197,1906,2,6978
1198,1910,4,6982
1199,1910,1,6995
1200,1910,0,7005
1201,1910,1,7014
1202,1913,2,7018
1203,1917,4,7022
1204,1917,1,7035
1205,1918,2,7039
1206,1921,1,7043
1207,1924,1,7047
1208,1924,5,7057
1209,1924,0,7063
1210,1925,2,7067
1211,1928,4,7071
1212,1928,1,7078
1213,1930,2,7084
1214,1930,0,7092
1215,1931,2,7096
1216,1934,3,7100
1217,1936,1,7105
1218,1938,2,7111
1219,1940,2,7115
1220,1941,2,7119
1221,1944,2,7123
1222,1947,2,7127
1223,1949,2,7133
1224,1951,1,7137
1225,1952,1,7141
1226,1955,2,7145
1227,1957,0,7150
1228,1957,4,7164
1229,1959,2,7168
1230,1960,0,7172
1231,1963,2,7176
1232,1965,0,7181
1233,1969,2,7185
1234,1971,1,7189
1235,1972,1,7193
1236,1974,4,7198
1237,1976,2,7203
1238,1976,1,7211
1239,1978,4,7215
1240,1979,2,7219
1241,1982,2,7223
1242,1985,2,7227
1243,1985,1,7240
1244,1987,4,7244
1245,1988,3,7248
1246,1990,1,7253
1247,1992,3,7258
1248,1994,4,7264
1249,1994,1,7272
1250,1994,0,7278
1251,1996,1,7283
1252,1997,4,7289
1253,2000,2,7294
1254,2002,2,7298
1255,2003,3,7302
1256,2004,0,7308
1257,2006,2,7313
1258,2008,2,7319
1259,2008,0,7327
1260,2009,2,7331
1261,2012,4,7335
1262,2012,1,7342
1263,2014,2,7348
1264,2014,0,7356
1265,2015,1,7360
1266,2018,3,7364
1267,2018,0,7371
1268,2022,4,7375
1269,2022,1,7383
1270,2023,1,7387
1271,2026,2,7391
1272,2029,2,7395
1273,2033,4,7399
1274,2033,1,7409
1275,2034,2,7413
1276,2037,4,7417
1277,2039,2,7422
1278,2041,2,7428
1279,2041,4,7434
1280,2042,0,7438
1281,2044,3,7443
1282,2045,0,7449
1283,2049,2,7453
1284,2049,3,7462
1285,2050,2,7466
1286,2053,2,7470
1287,2055,4,7475
1288,2057,3,7481
1289,2057,0,7499
1290,2058,2,7503
1291,2061,2,7507
1292,2064,2,7511
1293,2064,5,7521
1294,2064,2,7527
1295,2065,3,7531
1296,2067,1,7536
1297,2069,3,7541
1298,2071,2,7547
1299,2071,4,7553
1300,2072,1,7557
1301,2075,2,7561
1302,2078,3,7565
1303,2078,2,7573
1304,2080,2,7577
1305,2081,3,7581
1306,2084,2,7585
1307,2086,4,7590
1308,2088,4,7596
1309,2088,1,7605
1310,2088,0,7612
1311,2089,1,7618
1312,2092,2,7622
1313,2096,4,7626
1314,2098,4,7630
1315,2099,1,7634
1316,2102,3,7638
1317,2104,1,7643
1318,2106,4,7649
1319,2106,1,7657
1320,2107,2,7661
1321,2109,0,7666
1322,2110,4,7672
1323,2113,1,7677
1324,2115,1,7681
1325,2115,2,7692
1326,2115,4,7702
1327,2118,2,7706
1328,2120,2,7712
1329,2120,0,7721
1330,2121,0,7725
1331,2124,1,7729
1332,2124,3,7739
1333,2127,3,7744
1334,2129,2,7748
1335,2130,0,7752
1336,2132,3,7757
1337,2134,1,7762
1338,2136,2,7768
1339,2138,1,7772
1340,2138,3,7780
1341,2138,3,7787
1342,2141,2,7791
1343,2143,2,7797
1344,2145,1,7801
1345,2146,2,7805
1346,2149,2,7809
1347,2152,2,7813
1348,2154,3,7819
1349,2154,1,7827
1350,2155,3,7831
1351,2157,1,7836
1352,2160,2,7840
1353,2160,1,7848
1354,2162,0,7852
1355,2163,0,7856
1356,2166,2,7860
1357,2169,2,7864
1358,2173,4,7868
1359,2173,1,7878
1360,2173,0,7886
1361,2176,3,7890
1362,2179,2,7894
1363,2181,2,7900
1364,2181,3,7906
1365,2182,0,7910
1366,2183,4,7916
1367,2185,2,7921
1368,2189,4,7925
1369,2189,1,7935
1370,2190,3,7939
1371,2193,2,7943
1372,2196,3,7947
1373,2196,0,7965
1374,2196,2,7971
1375,2197,1,7975
1376,2200,3,7979
1377,2202,1,7984
1378,2204,1,7990
1379,2204,4,7998
1380,2204,2,8004
1381,2206,3,8009
1382,2209,2,8013
1383,2211,3,8019
1384,2211,1,8027
1385,2212,0,8031
1386,2215,0,8035
1387,2218,0,8039
1388,2218,4,8052
1389,2218,5,8069
1390,2218,2,8077
1391,2220,2,8082
1392,2222,4,8087
1393,2222,1,8097
1394,2222,2,8103
1395,2223,1,8107
1396,2226,2,8111
1397,2229,2,8115
1398,2233,4,8119
1399,2233,0,8133
1400,2234,1,8137
1401,2237,2,8141
1402,2240,2,8145
1403,2242,2,8151
1404,2242,0,8163
1405,2243,2,8167
1406,2246,2,8171
1407,2249,2,8175
1408,2251,3,8181
1409,2253,2,8185
1410,2254,3,8189
1411,2255,0,8195
1412,2258,1,8199
1413,2258,6,8207
1414,2258,1,8213
1415,2259,1,8217
1416,2261,4,8222
1417,2262,1,8228
1418,2262,0,8240
1419,2263,4,8245
1420,2264,3,8249
1421,2267,2,8253
1422,2270,2,8257
1423,2272,2,8263
1424,2274,2,8267
1425,2275,3,8271
1426,2277,1,8276
1427,2280,2,8280
1428,2282,3,8286
1429,2282,0,8296
1430,2283,3,8300
1431,2285,1,8305
1432,2286,4,8311
1433,2286,2,8323
1434,2286,3,8329
